news_title	news_url	text
Virginia Democrats Push Legislation to Make Criticism of Government Officials a Criminal Offense	https://bigleaguepolitics.com/virginia-democrats-push-legislation-to-make-criticism-of-government-officials-a-criminal-offense/	In the wake of the Virginia gun rights rally on Monday, Democrats in the Capitol are not slowing down their push for tyranny. They are moving a bill through the legislature that would effectively criminalize dissent against Governor Blackface Northam and other state government officials. House Bill 1627 was introduced by Delegate Jeffrey M. Bourne last week. The legislation “provides that certain crimes relating to threats and harassment may be prosecuted in the City of Richmond if the victim is the Governor, Governor-elect, Lieutenant Governor, Lieutenant Governor-elect, Attorney General, or Attorney General-elect, a member or employee of the General Assembly, a justice of the Supreme Court of Virginia, or a judge of the Court of Appeals of Virginia.” Language in the bill explicitly criminalizes free speech, in what would constitute a blatant attack on the 1st Amendment of the Constitution. Trending: Hospital Exec Who Called for Trump Supporters with Coronavirus to ‘Give Up Their Ventilators’ and Die is Fired “If any person, with the intent to coerce, intimidate, or harass any person, shall use a computer or computer network to communicate obscene, vulgar, profane, lewd, lascivious, or indecent language, or make any suggestion or proposal of an obscene nature, or threaten any illegal or immoral act, he is guilty of a Class 1 misdemeanor,” the legislation reads. take our poll - story continues below Are Democrats and the Fake News Media rooting for the Wuhan coronavirus to destroy the economy to remove Trump? Are Democrats and the Fake News Media rooting for the Wuhan coronavirus to destroy the economy to remove Trump? Are Democrats and the Fake News Media rooting for the Wuhan coronavirus to destroy the economy to remove Trump? * Yes, they are America Last. No, CNN is a bastion of truth. Email * Comments This field is for validation purposes and should be left unchanged. Completing this poll grants you access to Big League Politics updates free of charge. You may opt out at anytime. You also agree to this site's Privacy Policy and Terms of Use. The legislation makes it clear that the above provision applies directly to “the Governor, Governor-elect, Lieutenant Governor, Lieutenant Governor-elect, Attorney General, or Attorney General-elect, a member or employee of the General Assembly, a justice of the Supreme Court of Virginia, or a judge of the Court of Appeals of Virginia,” which means this legislation effectively criminalizes dissent against public officials. Tina Freitas, wife of Republican Delegate Nick Freitas, called attention to this intolerable act in a Facebook post on Tuesday night. “Wow on cue, now they are after the 1A! Dems are trying to set up special rules exclusive to the Elite ruling class, to protect themselves from criticism!” Freitas wrote. “What is considered harassment? Is Governor Infanticide/KKK Hood trying to avoid being held accountable? Are we no longer allowed to demand justice for the alleged rape victims of LG Fairfax? This is some straight up communist censorship!” she added. Virginia Democrats were not detracted by the gun rights rally on Monday in the slightest. They moved red flag laws through the legislature just a day later, and subsequently killed pro-gun bills that were introduced by Republicans. “The governor and the leadership of the democrats have declared war on law-abiding citizens and gun owners and their votes today just confirmed that that’s where we’re going,” said Philip Van Cleave, President of Virginia Citizens Defense League. Virginia patriots may have to continue organizing locally, with Sheriffs deputizing local patriots and constitutional militias being trained, as a bulwark against the treasonous usurpers leading the state legislature.
China seek for court’s approval to kill the over 20,000 coronavirus patients to avoid further spread of the virus	https://ab-tc.com/china-seek-for-courts-approval-to-kill-the-over-20000-coronavirus-patients-to-avoid-further-spread-of-the-virus/	
Nancy Pelosi Fined $40K for Destruction of Government Property	https://tatersgonnatate.com/nancy-pelosi-fined-40k-for-destruction-of-government-property/	Nancy Pelosi went too far when she ripped up the President’s speech. According to federal statute USC Title 26 SS197, all speeches given before Congress are to be preserved by the Speaker of the House and delivered to the National Archives for safekeeping. Pelosi wasn’t just disrespectful — she broke the law. While there is no jail term for the offense, the fine is clear: “The Speaker will pay a fine equal to one-tenth of a Presidential salary.” As of now, that fine is $40K, even though Trump doesn’t technically take a salary. The Department of Justice says they will enforce the rule, according to Chief Prosecutorial Director, Art Tubolls: “The fine is automatic even though it hasn’t been enforced since Tip O’Neil spit on Reagan’s 1982 SOTU speech and refused to hand it over. It was only $20K then, but he paid it. Nancy Pelosi will pay this fine or find herself in contempt of a Justice Department directive, which does carry a jail sentence. “This wasn’t a smart thing to do. Hopefully, the voters of America will take notice and vote against her in the next Speaker’s race.” Pelosi’s office hasn’t commented, but those closest to her say she’ll gladly pay the fine: “Nancy would pay millions to make sure that pile of garbage never makes it to the National Archives. The man performed a Medal of Freedom ceremony for a racist, bigoted piece of trash who denigrates people for ratings. The whole thing was full of hyperbole and lies.” President Trump is expected to go on a multi-day Twitter campaign to make sure the whole world knows just how upset he is that someone disrespected him, something he would never do publicly to someone else. We here at ALLOD thought the speech was lovely and we look forward to reading the whole thing on our next trip through Washington. God Bless you, Mr. President. Share this: 
TRUMP IS BLOWING UP A NATIONAL MONUMENT IN ARIZONA TO MAKE WAY FOR THE BORDER WALL	https://theintercept.com/2020/02/06/border-wall-construction-organ-pipe/	Contractors working for the Trump administration are blowing apart a mountain on protected lands in southern Arizona to make way for the president’s border wall. The blasting is happening on the Organ Pipe Cactus National Monument, a tract of Sonoran Desert wilderness long celebrated as one of the nation’s great ecological treasures, that holds profound spiritual significance to multiple Native American groups. In a statement to The Intercept, U.S. Customs and Border Protection confirmed that the blasting began this week and will continue through the end of the month. “The construction contractor has begun controlled blasting, in preparation for new border wall system construction, within the Roosevelt Reservation at Monument Mountain in the U.S. Border Patrol’s Tucson Sector,” the statement said, referring to an area also known as Monument Hill. “The controlled blasting is targeted and will continue intermittently for the rest of the month.” The agency added that it “will continue to have an environmental monitor present during these activities as well as on-going clearing activities.” Rep. Raúl Grijalva, an Arizona Democrat and chair of the House Committee on Natural Resources, told The Intercept that he has zero faith that the Department of Homeland Security’s “environmental monitor will do anything to avoid, mitigate, or even point out some of the sacrilegious things that are occurring and will continue to occur, given the way they’re proceeding.” Grijalva’s blunt assessment is based on a visit he made to Organ Pipe last month, alongside archaeologists and leaders of the Tohono O’odham Nation, whose ancestral homelands and sacred burial sites are in the crosshairs of President Donald Trump’s border wall expansion. One of those burial sites lies just beyond the westward advance of the border wall, Grijalva explained. “It’s right in the path,” he said, meaning that “the one indignation of the blasting on the hill is shortly to follow with other indignations and disrespect.” According to Grijalava, “DHS had mentioned to the tribes that they would back off on developing the hill, but the work is still being done.” The agency has consistently failed in its legal obligation to meaningfully consult with tribal stakeholders in southern Arizona, Grijalva said. The blasting that’s happening now, he added, “is just the crudest indication of what’s going on.” Celebrated as “a pristine example of an intact Sonoran Desert ecosystem,” Organ Pipe was designated as a UNESCO International Biosphere Reserve in 1976. Even before the explosions began, the construction there was already one of Trump’s most controversial border wall projects, unfolding on the homelands of the Tohono O’odham and in areas that are ostensibly safeguarded by the strictest public-land designations on the books. Neither factor has stopped contractors from drilling into the ground and draining water from a rare desert aquifer in order to mix concrete to support a towering, 30-foot barrier along the U.S.-Mexico divide. In working to fulfill the president’s chief campaign promise, construction crews on Organ Pipe have uprooted saguaro cacti, slicing the iconic plants into chunks and bulldozed a wide roadway to make room for trucks, cranes, and other construction vehicles. “A historically significant area is going to be changed irreparably. You’re never going to be able to put it back together.” With the wall in place, and its floodlights illuminating the area through the night, the migration of several rare desert animal species is expected to come to an end. The construction is particularly threatening to Quitobaquito Springs, the only naturally occurring source of fresh water for miles around. The desert oasis was once inhabited by the Hia Ced O’odham — a smaller, though distinct O’odham tribe — and remains a monumentally important spiritual site for the O’odham people to this day. “A historically significant area is going to be changed irreparably,” Grijalva said. “You’re never going to be able to put it back together.” Photo: Courtesy of Laiken Jordahl The expansion of the border wall under Trump has been made possible, in part, by a post-9/11 piece of legislation known as the Real ID Act, which grants DHS sweeping authority to waive existing laws in order to construct border barriers. The Trump administration has used the act to waive dozens of laws — from the Environmental Protection Act to the Endangered Species Act — in order to push through new border wall construction projects. In Arizona, the administration’s efforts have been bolstered by the fact that federal lands, rather than private property, comprise much of the border. Following his visit to Organ Pipe last month, Grijalva, sent a letter to Acting DHS Secretary Chad Wolf, expressing “serious concerns” that the department was “not respecting tribal lands and sacred sites as they proceed with border wall plans and construction.” “What’s particularly frightening right now is that Trump has weaponized DHS, politically weaponized them.” Accompanying Grijalva’s complaint was a letter from Ned Norris Jr., chair of the Tohono O’odham Nation, to the U.S. Border Patrol, in which Norris reported that border wall construction on Organ Pipe had already “resulted in the inadvertent discovery of human remains” near Quitobaquito Springs. “It’s been really frustrating,” Grijalva said. “You would think that in a situation like this, that involves human remains, burial sites, bone fragments that are traced and dated a thousand years or more back, that there would be some sensitivity, for lack of a better word, on the part of DHS and the administration. There is none.” The entire episode is deeply political, Grijalva said, with the Trump administration clearly bent on completing as many new miles of wall construction as possible ahead of the 2020 election. “What’s particularly frightening right now is that Trump has weaponized DHS, politically weaponized them,” Grijalva explained. “And so right now, it’s about satisfying that political agenda.” “The consequence of that, the intended consequence of that, is situations like this,” Grijalva said. “Situations like South Texas. The flooding of public lands. The loss of habitat. The list goes on.” Thread update: Explosives truck spotted today just north of Organ Pipe. pic.twitter.com/pLydPVo0Z6 — Laiken Jordahl (@LaikenJordahl) February 5, 2020 With the realities of border wall expansion in southern Arizona coming into grim focus over the past few months, advocates on the ground have worried that construction on Organ Pipe might involve explosives. Though the monument is a desert, it is hardly flat. Just west of Arizona’s Lukeville port of entry from Mexico is Monument Hill, a rolling mound of earth that is not conducive to the kind of border wall construction that has rapidly unfolded elsewhere in the area. Laiken Jordahl, borderlands campaigner for the Center for Biological Diversity, first got word the blasting was happening on Tuesday. He drove down from Tucson the next morning to investigate. A former National Park Service employee at Organ Pipe, Jordahl has consistently documented the monument’s destruction. At a gas station on his way to Organ Pipe on Wednesday, Jordahl spotted a construction vehicle adorned in yellow cautionary signs that read: “Explosives.”
Arizona national monument, home to sacred Native American burial sites, is being blown up for the border wall	https://www.cbsnews.com/news/organ-pipe-cactus-national-monument-blasts-arizona-national-monument-being-blown-up-for-border-wall-2020-02-07/	A national monument in Arizona, home to rare species and sacred Native American burial sites, is being blown up this week as part of construction for President Trump's border wall, Customs and Border Protection confirmed to CBS News. "Controlled blasting" inside Arizona's Organ Pipe Cactus National Monument began this week without consultation from the Native American nation whose ancestral land it affects, according to the congressman whose district includes the reservation. "There has been no consultation with the nation," said Congressman Raúl Grijalva of Arizona, who is the chair of the House Committee on Natural Resources and whose district contains the reservation and shares 400 miles of border with Mexico. "This administration is basically trampling on the tribe's history — and to put it poignantly, it's ancestry." Customs and Border Protection told CBS News that the blasts are in preparation for "new border wall system construction, within the Roosevelt Reservation at Monument Mountain in the U.S. Border Patrol's Tucson Sector." The explosions are occurring on Monument Hill, a burial site for the Tohono O'odham Nation, according to Grijalva. The border wall cannot be constructed on the Native American reservation because it is private land. The nation's burial sites, however, which Grijalva said are "immediately adjacent" to the reservation, are on public land, making them fair game for the Department of Homeland Security, which oversees the Customs and Border Protection. Grijalva sent a letter to Homeland Security on January 7, expressing his "serious concerns" over the wall's construction on historically tribal land. He urged the department to consult the nation "government-to-government," before moving forward with construction. He has not heard back. "There's been stonewalling, no response for any request," he said. Weeks before construction began, Grijalva — along with Tohono O'odham elders, chairman Ned Norris Jr, and archaeologists — toured the nation's sacred ceremonial sites, located within Organ Pipe. The group saw rock piles and burial sites with bone fragments dating back thousands of years. One burial site, known as Las Playas, contained artifacts that go back 10,000 years. "What we saw on Monument Hill was opposing tribes who were respectfully laid to rest — that is the one being blasted with dynamite," Grijalva said. In addition to the monument's cultural significance, the land is also a designated UNESCO Biosphere Reserve, an international effort to "conserve samples of the world's ecosystems." "The Organ Pipe Cactus Biosphere Reserve is a first-generation biosphere reserve created in 1976 for the conservation of the unique resources representing a pristine example of an intact Sonoran Desert ecosystem," according to the National Park Service's website. "The biosphere designation has helped to attract scientists from around the world to Organ Pipe Cactus to conduct a variety of important studies to help us better understand the Sonoran Desert and the impact of humans on this amazing landscape." Like other remote land that the border wall will bisect, many people are concerned with how the unnatural barrier will irreparably impact Organ Pipe's unique habitat. Customs and Border Patrol says they have an "environmental monitor" present during the blasts and other "on-going clearing activities," but would not clarify to CBS News what the monitor is doing, or who they are. The Trump administration has been able to legally construct the border wall over public land due in large part to a little known law passed in the wake of the 9/11. The REAL ID Act of 2005 gives the federal government broad power to waive other laws that stand in the way of national security. Under REAL ID, the Trump administration has waived dozens of laws — including the Native American Graves Protection and Repatriation Act, the Endangered Species Act, and the Environmental Protection Act — in its bid to construct the border wall. "Of the 21 times the (REAL ID) waiver has been enacted since 2005, 16 of those instances have occurred in the last two and a half years," reads the letter Grijalva sent to Homeland Security. According to the congressman, construction of the border wall has been expedited in Arizona due to an abundance of public land. In Texas, another border state, building the wall has been slowed because it is largely private land. Efren Olivares, director of the racial and economic justice program at the Texas Civil Rights Project, told the Pacific Standard last year that the REAL ID has essentially eliminated federal laws protecting public land. "The idea that the secretary of (the) DHS could come to your community and say no laws apply here, what kind of rule of law is that?" Olivares said. "People should be outraged to know that Homeland Security can wield that kind of power." Grijalva said repealing REAL ID has been a priority of his for many years. He plans to convene a hearing of the House Committee on Natural Resources' subcommittee for Indigenous Peoples in the coming weeks to address the impact of the wall — and waiver — on Native American communities. In his letter to Homeland Security, Grijalva wrote: "Using this waiver to avoid essential federal government responsibilities to tribes is unnecessary, reckless, and counter to the Department's own policy."
Native burial sites blown up for US border wall	https://www.bbc.com/news/world-us-canada-51449739	Image copyright Laiken Jordahl/Center for Biological Diversity Image caption Cacti that are over 200 years old and have sacred significance have been chopped down Native American burial sites have been blown up by construction crews building the US-Mexico border wall, says a lawmaker and tribal leaders. Authorities confirmed that "controlled blasting" has begun at Arizona's Organ Pipe Cactus National Monument, a Unesco recognised natural reserve. Raul Grijalva, a Democratic congressman, told the Intercept the destruction is "sacrilegious". The government failed to consult the Tohono O'odham Nation, he said. Environmental groups also warn of the damage being done to the local underground aquifer, as well as to migrating wildlife in the remote desert region about 115 miles (185km) west of Tucson. Officials say the aim of the project is to construct a 30ft-tall (9m) steel barrier that runs for 43 miles on the national park land. What is Organ Pipe? The United Nations designated Organ Pipe as an International Biosphere Reserve in 1976, calling it "a pristine example of an intact Sonoran Desert ecosystem". Mr Grijalva, the chairman of the House Committee on Natural Resources, represents a district that encompasses the area, which shares 400 miles of border with Mexico. Image copyright Laiken Jordahl/Center for Biological Diversity Image caption Construction on Monument Hill above saguaro cacti He toured the burial sites at the Organ Pipe, known as Monument Hill, last month, and was told that O'odham people buried warriors from the rival Apache tribe there. "What we saw on Monument Hill was opposing tribes who were respectfully laid to rest - that is the one being blasted with dynamite," Mr Grijalva said. Image copyright Getty Images In interviews with US media, he called the Trump administration's conduct "sacrilegious" and said the environmental monitor that the government assigned to the project would do nothing to mitigate the cultural damage. One area contained artefacts dating back 10,000 years. Tribal chairman Ned Norris Jr told the Arizona Republic that even though the land is now controlled by the US government, "we have inhabited this area since time immemorial." "They're our ancestors. They're our remnants of who we are as a people, throughout this whole area. And it's our obligation, it's our duty to do what is necessary to protect that." An internal report from the National Park Service obtained by the Washington Post says the border wall Mr Trump promised during his 2015 campaign would destroy up to 22 archeological sites within Organ Pipe alone. Crews are reported to have also destroyed ancient saguaro cacti, which Mr Grijalva said the O'odham people see "as the embodiment of their ancestors". "So to see them turned into mulch - it's deeply upsetting." Is this legal? The Trump administration has been able to build sections of the US-Mexico border wall on public land due to the 2005 REAL ID Act, which gives the federal government the right to waive laws that conflict with US national security policy. In their bid to build the wall, the White House has waived dozens of laws - including ones that protected Native American graves, endangered species, and the environment. Mr Grijalva said he will work towards repealing the 2005 act and will convene a congressional hearing in the coming weeks in an effort to do so. You might also be interested in:
Rush Limbaugh Calls Troops ‘Welfare Queens, Moochers’	https://www.duffelblog.com/2013/10/rush-limbaugh-calls-troops-welfare-queens-moochers/	PALM BEACH, FL — From the upscale Palm Beach corporate headquarters of his Excellence in Broadcasting Network, right-wing radio host Rush Limbaugh unloaded on America’s men and women in uniform, insinuating their motives as less than pure. The comments came during Limbaugh’s second hour on Monday. A caller had voiced support for President Obama’s signature Affordable Health Care Act, the crowning achievement of Obama’s administration thus far and a piece of legislation that conferred health care coverage on 40 million of the nation’s poor and middle class. When the caller identified himself as a retired Army Master Sergeant, and compared the AFA to the military’s free medical care for all servicemembers and their families, Limbaugh cut him off and began the controversial response. “You see, Master Sergeant,” began Limbaugh, rubbing his hands together, “you have exposed yourself. I thank you for the call — and I thank you for your service, I really do — but you’ve exposed yourself. Of course you like the idea of the government putting a band-aid on every little boo-boo you get, wiping your nose for you, giving you free prescription Advil when you could buy it at the drug store like the taxpayer, so on and so forth. You like that idea because you’ve lived with that your whole life. You said you joined the Army at 18. My guess is that before that, before you enlisted, you were on welfare. When you joined, you were essentially on welfare, because whether or not you ever go to war, you get free medicine, free food, free place to sleep, even free clothes to wear to work every day. The taxpayer even gives you years-long paid vacations to exotic foreign lands. I’m not saying you’re not appreciative, but when you’re used to people giving you free ice cream for forty years, if you suddenly have to pay for your own ice cream, you’ll understandably be upset. “You’ll also probably think, well—” and here Limbaugh inclined the intonation of his voice to imitate that of a child, “Mr. Limbaugh, if only everyone could have fwee ice cream, Mr. Limbaugh, then the world would be all sunshine and unicorns and happiness. The only problem,” continued Limbaugh, returning to his normal voice, “is that ice cream, folks, like health care, is not free. It is a product, created by a producer. And you have just as much a right to getting it for free as you have to getting ice cream for free. That is, you do not have a right to it for free. And if you believe otherwise, you are not a defender of the nation. You’re a welfare queen — or more appropriately, a welfare grunt.” Mr. Limbaugh then launched into a tangent on what he called the “distressing trend” he’s noticed in younger servicemembers to be supporters of the President. “It used to be, back when I was of age to serve, back in the Vietnam era, that soldiers were stout, upright, conservative young men. They were Southern. They voted Republican. Their wives stayed home and had babies and knew their place. Cooked dinner, had a highball waiting when the husband got home, so forth. But nowadays we have a new generation of young military youth — low-information voters raised on liberal propaganda like Sesame Street and Mr. Rogers and PBS, what have you. Get their news from the drive-by media. They learned welfare, mooching, kumbaya and hand-holding from those sources. They learned mooching from an early age, folks. And even in uniform, still moochers. Can’t change a leopard’s….well, in this case, you can change a leopard’s spots, folks. But he’s still a leopard. Still a moocher. A little Obama jihadist, ready to march out and drone-attack American citizens in Yemen or Pakistan.” When reached for comment, Clear Channel Communications, which carries Limbaugh’s show on over 400 stations nationwide and dozens overseas, distanced itself from Limbaugh’s comments. “Clear Channel honors our servicemen and women and the great sacrifice they make every day to keep us free and safe. For that reason, we offer Rush Limbaugh’s show to them free of charge via Armed Forces Network in over thirty countries around the world. The views of one radio host, even one who accounts for over half of our ad revenue, do not in any way reflect the views of Clear Channel.”
White: I Saw Trump Riding Golden Horse Alongside Jesus During Armageddon	https://thebiznews.org/2020/01/08/white-i-saw-trump-riding-golden-horse-alongside-jesus-during-armageddon/	 By Piper Blackmun The world seems to have breathed a sigh of relief as America and Iran have pulled back from the brink of war. On Wednesday morning, President Donald Trump gave another rambling, slurred speech where he talked about making peace with the country who he recently threatened to attack. However, fundamentalist Christians, who are among Trump’s staunchest supporters, seem to be encouraging Trump’s warmongering. Many of them, such as Sec. of State Mike Pompeo, believe these are the End of Days and Trump will lead us into an apocalyptic war with Islam. “Both Mike Pompeo and Mike Pence who have pushed Trump towards aggressive action towards Iran believe that there is a battle between good and evil that will end with ‘the Rapture’. A key belief of the evangelical Christian extremists is the establishment of a ‘greater Israel’ before the end of days,” according to the British website Church and State. According to spiritual shyster and Trump advisor Paula White, Trump will have a role in the final battle. “God came to me last night and showed me a vision of Trump riding alongside Jesus on a horse made of gold and jewels,” said White in Charisma, a fundie publication. “This means he will play a critical role in Armageddon as the United States stands alongside Israel in the battle against Islam.” But even more scary, these kinds of delusional fantasies are widespread on the far- right. Former televangelist Jim Bakker is also a staunch Trump fan and believes he will save Israel. “He (Trump) keeps signing things to protect the church, and he’s helped Israel, and recognized Israel. He’s fulfilling (the) Bible, whether you like it or not.” said Bakker on his YouTube show. Bakker also claimed that only saved people can love Trump. Meanwhile Rob O’Neill, a former NAVY SEAL who fired the shot that killed Osama Bin Laden, suggested that we drop a nuclear bomb on Iran.
'Clog the lines': Internet trolls deliberately disrupted the Iowa caucuses hotline for reporting results	https://www.nbcnews.com/tech/security/clog-lines-iowa-caucus-hotline-posted-online-encouragement-disrupt-results-n1131521	'Clog the lines': Internet trolls deliberately disrupted the Iowa caucuses hotline for reporting results Several officials at caucuses attended by NBC News reporters struggled with lengthy hold times that made it impossible for them to report results over the phone.
Rush Limbaugh Admits Presidential Medal Of Freedom Less Of An Honor Knowing That Rosa Parks, Maya Angelou Also Received It	https://politics.theonion.com/rush-limbaugh-admits-presidential-medal-of-freedom-less-1841475204	WASHINGTON—Saying his initial enthusiasm had faded after learning about the award’s history, conservative radio personality Rush Limbaugh conceded Wednesday that receiving the Presidential Medal of Freedom was less of an honor knowing it had been bestowed upon Rosa Parks and Maya Angelou, too. “While I understand this medal represents the highest civilian honor possible, I was a bit disconcerted to discover this morning that I share this distinction with both a civil rights icon and a poet who gave a voice to black Americans,” said Limbaugh, who explained that he hopes people don’t doubt his integrity as he joins the ranks of the award’s previous recipients, especially Cicely Tyson, Ralph Ellison, Archbishop Desmond Tutu, Stevie Wonder, and Willie Mays. “I almost sent it back. But instead I have decided to keep my Medal of Freedom and let it stand as a testament to my willingness to tolerate others. I hope my acceptance of it will go some way toward reclaiming this honor from the Martin Luther Kings and Nelson Mandelas of the world.” At press time, Limbaugh confirmed he felt more confident that the award meant something after learning it had also been given to Henry Kissinger and Strom Thurmond. Advertisement
In Bold Act Of Defiance, Joel Osteen Rips Up Bible	https://babylonbee.com/news/in-bold-act-of-defiance-joel-osteen-rips-up-bible	In Bold Act Of Defiance, Joel Osteen Rips Up Bible HOUSTON, TX—During Sunday's service at Lakewood Church, Joel Osteen ripped up a Bible in a bold act of defiance. After the sermon was completed, in a theatrical display of his attitude toward the Scriptures, Osteen stood up and solemnly ripped the Bible in half before tossing it on the ground. "The Bible shreds my theology, so I shredded the Bible," Osteen said afterward, defending his actions. "I couldn't find one word of truth in this thing. It talked about persecution, trials, tribulations, poverty, hardship, and even the 's-i-n' word. It's repulsive, really." Some critics noted that Osteen had "pre-ripped" the Bible during his sermon so it would tear more easily. Still, it's a pretty thick book, so it took Osteen tremendous effort to tear its thousands of pages. He also spoke words of victory over the book as he ripped it in half. His hands were singed in the attempt, but he was finally able to push through and finish the ceremonial tearing of the Bible. "It was the courteous thing to do, considering the alternative," he added ominously. You must become a premium subscriber or login to view or post comments on this article.
Pete Buttigieg Funded by Russian-Linked Oligarch Who Supports Trump and McConnell	https://lawandcrime.com/high-profile/pete-buttigieg-funded-by-russian-linked-oligarch-who-supports-trump-and-mcconnell/	Democratic presidential candidate and former South Bend, Indiana mayor Pete Buttigieg is facing questions after recent revelations that his 2020 effort has taken campaign contributions from an infamous Republican Party billionaire with direct links to the Russian oligarchy. That’s according Federal Election Commission (FEC) data reviewed by Law&Crime. Previously described in the press as “The Giver,” Leonard “Len” Blavatnik is a well-known GOP donor with a New York address who previously took it upon himself to fund President Donald Trump‘s lavish — and allegedly criminal — inauguration festivities in 2017 to the tune of some $1 million. Now, Blavatnik and his wife are apparently shifting allegiances. As of this writing, they have donated thousands of dollars to Pete for America, Inc., Buttigieg’s official campaign organization. A summer 2017 commentary for the Dallas Morning News by Ruth May catalogues a bit more of Blavatnik’s political spending habits: Donald Trump and the political action committees for Mitch McConnell, Marco Rubio, Scott Walker, Lindsey Graham, John Kasich and John McCain accepted $7.35 million in contributions from a Ukrainian-born oligarch who is the business partner of two of Russian president Vladimir Putin‘s favorite oligarchs and a Russian government bank. Citing public data available via the FEC and from campaign finance data clearinghouse OpenSecrets, May notes that most of Blavatnik’s largesse was distributed among Republicans during the 2015-2016 election campaign–accounting for $6.35 million of the oligarch’s spending up to that point. “Mitch McConnell was the top [individual] recipient of Blavatnik’s donations, collecting $2.5 million for his GOP Senate Leadership Fund under the names of two of Blavatnik’s holding companies, Access Industries and AI Altep Holdings,” she wrote. A January 2019 Quartz article describes another notable expenditure: Trump’s campaign didn’t receive any Blavatnik cash during the 2016 campaign but he has donated large sums to the Republican National Committee’s legal fund, which has helped finance Trump’s legal defense for the Russia probe, according to the Wall Street Journal. Aside from the large sums of campaign cash doled out to leading Republicans, Blavatnik has largely been considered problematic by the media and Beltway establishment because of his documented ties to Vladimir Putin and the Russian leader’s inner circle. “Blavatnik’s relationships with Russian oligarchs close to Putin, particularly Oleg Deripaska, should be worrisome for Trump and the six GOP leaders who took Blavatnik’s money during the 2016 presidential campaign,” May wrote in 2017. MSNBC’s Rachel Maddow long and loudly beat the anti-Blavatnik drum–and played up his oligarchical connections–while he was mainly known for donating to Republicans and ramped up criticism amidst a controversy that saw Deripaska’s network delisted from the United States’ sanctions regime against the Russian Federation. Liberal outlet Mother Jones reported on those connections in 2019: Rep. Jackie Speier (D-Calif.) sent a separate letter probing whether [Treasury Secretary Steven] Mnuchin has a personal conflict of interest in the delisting deal. In her letter, first reported by Buzzfeed, Speier noted that prior to taking office Mnuchin owned a movie production company that he sold, in part, to Access Industries, a company owned by Len Blavatnik, a Russian-born billionaire who has ties to Deripaska. Blavatnik sits on the board of a company called SUAL, a major shareholder in Rusal. According to the New York Times, SUAL’s stake in Rusal will increase as part of Deripaska’s deal with the Treasury Department. In short, a man who is believed to have paid Mnuchin as much as $25 million for his movie company may well benefit from the deal to remove Rusal from the sanctions list. Buttigieg’s support from the Blavatnik family, so far, runs in excess of $5,000, according to the FEC–close to the maximum allowed by law. And, since making the donations to Buttigieg’s campaign, the Blavatniks have attempted to “purchase” “influence” (as progressives maintain) with the Democratic Congressional Campaign Committee (DCCC) as well, giving the Democratic Party’s leading congressional incumbent protection organization well over $400,000 — all the while hedging their bets and keeping up similarly-sized donations to the GOP as well, according to publicly-available data collected by the FEC. Giving to both sides is a tactic also employed by some American businesses and business leaders. The former mayor’s support from the so-called “Russian-linked oligarch” was first noted by Men4Choice co-founder Justin Horowitz. “Wow. One of the billionaires powering Pete Buttigieg’s campaign is a Russian-linked oligarch who contributed millions to Trump and GOP PACs for Lindsay Graham, Marco Rubio, Mitch McConnell and Scott Walker,” Horowitz noted. “You can’t make this stuff up.” “[Rachel Maddow, MSNBC, and] #resistance twitter made multiple media cycles about this donor, saying Russia was taking over America,” Horowitz continued — responding to left-wing criticism that his language was playing leaning too heavily on the largely discredited Russiagate narrative. “Only reason I said ‘russian-linked’ is to point out obvious hypocrisy they engage in on the daily. Billionaire right winger is all that really matters.” Law&Crime reached out to the Buttigieg campaign for comment and clarification on this report, but no response was forthcoming at the time of publication. [Image via Win McNamee/Getty Images.]
